药物1,药物2,相互作用类型,详细描述
vinblastine sulfate,deflazacort,药效增强,The metabolism of Vinblastine can be increased when combined with Deflazacort.
vinblastine sulfate,mometasone furoate,药效增强,The metabolism of Vinblastine can be increased when combined with Mometasone furoate.
vinblastine sulfate,aminophylline,药效增强,The metabolism of Aminophylline can be increased when combined with Vinblastine.
vinblastine sulfate,temsirolimus,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Temsirolimus.
vinblastine sulfate,venetoclax,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Venetoclax.
vinblastine sulfate,everolimus,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Everolimus.
vinblastine sulfate,cobimetinib,药效增强,The metabolism of Cobimetinib can be increased when combined with Vinblastine.
vinblastine sulfate,depsipeptide,药效增强,The metabolism of Romidepsin can be increased when combined with Vinblastine.
vinblastine sulfate,doxorubicin hydrochloride,药效增强,The serum concentration of Doxorubicin can be increased when it is combined with Vinblastine.
vinblastine sulfate,clobetasol propionate,药效增强,The metabolism of Vinblastine can be increased when combined with Clobetasol propionate.
vinblastine sulfate,fluocinonide,药效增强,The metabolism of Vinblastine can be increased when combined with Fluocinonide.
vinblastine sulfate,dabrafenib,药效减弱,The serum concentration of Vinblastine can be decreased when it is combined with Dabrafenib.
vinblastine sulfate,cyproterone acetate,药效减弱,The metabolism of Vinblastine can be decreased when combined with Cyproterone acetate.
vinblastine sulfate,ceritinib,药效增强,The metabolism of Ceritinib can be increased when combined with Vinblastine.
vinblastine sulfate,pazopanib,药效增强,The metabolism of Pazopanib can be increased when combined with Vinblastine.
vinblastine sulfate,roxithromycin,药效减弱,The metabolism of Vinblastine can be decreased when combined with Roxithromycin.
vinblastine sulfate,fluticasone propionate,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Fluticasone propionate.
vinblastine sulfate,sunitinib malate,药效增强,The metabolism of Sunitinib can be increased when combined with Vinblastine.
vinblastine sulfate,ridaforolimus,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Ridaforolimus.
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,药效增强,The serum concentration of Vinblastine can be increased when it is combined with 7-ethyl-10-hydroxycamptothecin.
vinblastine sulfate,lestaurtinib,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Lestaurtinib.
vinblastine sulfate,NVP-BGJ398,药效减弱,The metabolism of Vinblastine can be decreased when combined with Infigratinib.
vinblastine sulfate,ondansetron,药效减弱,The metabolism of Ondansetron can be decreased when combined with Vinblastine.
vinblastine sulfate,sertraline,药效减弱,The metabolism of Sertraline can be decreased when combined with Vinblastine.
vinblastine sulfate,bepridil,药效减弱,The metabolism of Bepridil can be decreased when combined with Vinblastine.
vinblastine sulfate,dabigatran,药效增强,The risk or severity of bleeding can be increased when Dabigatran is combined with Vinblastine.
vinblastine sulfate,binimetinib,药效增强,The serum concentration of Binimetinib can be increased when it is combined with Vinblastine.
vinblastine sulfate,sofosbuvir,药效增强,The serum concentration of Vinblastine can be increased when it is combined with Sofosbuvir.
vinblastine sulfate,NSC756696,药效增强,The metabolism of Clindamycin can be increased when combined with Vinblastine.
vinblastine sulfate,INCB28060,药效减弱,The serum concentration of Capmatinib can be decreased when it is combined with Vinblastine.
vinblastine sulfate,clarithromycin,药效减弱,The metabolism of Vinblastine can be decreased when combined with Clarithromycin.
vinblastine sulfate,telithromycin,药效减弱,The metabolism of Vinblastine can be decreased when combined with Telithromycin.
vinblastine sulfate,lonafarnib,药效减弱,The metabolism of Vinblastine can be decreased when combined with Lonafarnib.
vinblastine sulfate,dexamethasone,药效增强,The metabolism of Vinblastine can be increased when combined with Dexamethasone.
vinblastine sulfate,enzalutamide,药效减弱,The serum concentration of Vinblastine can be decreased when it is combined with Enzalutamide.
vinblastine sulfate,proparacaine,药效增强,The risk or severity of methemoglobinemia can be increased when Vinblastine is combined with Proparacaine.
enalapril,dutasteride,药效减弱,Dutasteride may decrease the antihypertensive activities of Enalapril.
enalapril,trifluoperazine,药效减弱,Trifluoperazine may decrease the antihypertensive activities of Enalapril.
enalapril,everolimus,药效增强,The risk or severity of adverse effects can be increased when Everolimus is combined with Enalapril.
enalapril,doripenem,药效减弱,The excretion of Doripenem can be decreased when combined with Enalapril.
enalapril,dexamethasone,药效减弱,The excretion of Dexamethasone can be decreased when combined with Enalapril.
enalapril,bimatoprost,药效增强,Enalapril may increase the hypotensive activities of Bimatoprost.
enalapril,etodolac,药效增强,"The risk or severity of renal failure, hyperkalemia, and hypertension can be increased when Etodolac is combined with Enalapril."
enalapril,taxifolin,药效增强,"The risk or severity of renal failure, hyperkalemia, and hypertension can be increased when Taxifolin is combined with Enalapril."
enalapril,dipyridamole,药效增强,Dipyridamole may increase the antihypertensive activities of Enalapril.
enalapril,tadalafil,药效增强,Enalapril may increase the hypotensive activities of Tadalafil.
enalapril,linezolid,药效增强,Linezolid may increase the hypotensive activities of Enalapril.
enalapril,dichlorphenamide,药效增强,The risk or severity of adverse effects can be increased when Enalapril is combined with Diclofenamide.
enalapril,carvedilol,药效增强,Enalapril may increase the hypotensive activities of Carvedilol.
enalapril,bepridil,药效增强,Enalapril may increase the hypotensive activities of Bepridil.
enalapril,vinpocetine,药效增强,The risk or severity of hyperkalemia can be increased when Enalapril is combined with Vinpocetine.
enalapril,caroverine,药效增强,The risk or severity of hyperkalemia can be increased when Enalapril is combined with Caroverine.
enalapril,ARN-509,药效减弱,The serum concentration of Enalapril can be decreased when it is combined with Apalutamide.
enalapril,quercetin,药效减弱,The excretion of Enalapril can be decreased when combined with Quercetin.
enalapril,N-acetylcysteine,药效减弱,The excretion of Enalapril can be decreased when combined with Acetylcysteine.
enalapril,roxithromycin,药效减弱,The excretion of Enalapril can be decreased when combined with Roxithromycin.
enalapril,telithromycin,药效减弱,The excretion of Enalapril can be decreased when combined with Telithromycin.
enalapril,istradefylline,药效减弱,The excretion of Enalapril can be decreased when combined with Istradefylline.
enalapril,fluticasone propionate,药效减弱,The excretion of Enalapril can be decreased when combined with Fluticasone propionate.
enalapril,pazopanib,药效减弱,The excretion of Enalapril can be decreased when combined with Pazopanib.
enalapril,dabrafenib,药效减弱,The excretion of Enalapril can be decreased when combined with Dabrafenib.
enalapril,lenvatinib,药效减弱,The excretion of Enalapril can be decreased when combined with Lenvatinib.
enalapril,venetoclax,药效减弱,The excretion of Enalapril can be decreased when combined with Venetoclax.
enalapril,fedratinib,药效减弱,The excretion of Enalapril can be decreased when combined with Fedratinib.
enalapril,clarithromycin,药效减弱,The excretion of Enalapril can be decreased when combined with Clarithromycin.
enalapril,triamcinolone acetonide,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Triamcinolone."
enalapril,alendronate,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Alendronic acid."
enalapril,amphotericin B,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Amphotericin B."
enalapril,mycophenolate mofetil,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Mycophenolate mofetil."
enalapril,D-penicillamine,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Penicillamine."
enalapril,norfloxacin,药效增强,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Enalapril is combined with Norfloxacin."
enalapril,perindopril,药效增强,The risk or severity of angioedema can be increased when Enalapril is combined with Perindopril.
